period,exportImportType,coalRankId,coalRankDescription,countryId,countryDescription,customsDistrictId,customsDistrictDescription,price,quantity,price-units,quantity-units
Q4 2024,Exports,STM,Steam Coal,NL,Netherlands,PH_PA,"Philadelphia, PA",136.08,19015,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,NL,Netherlands,NO_VA,"Norfolk, VA",w,77162,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,NL,Netherlands,NY_NY,"New York City, NY",296.91,44,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,NL,Netherlands,NO_LA,"New Orleans, LA",81.44,157859,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,NL,Netherlands,MO_AL,"Mobile, AL",w,79965,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,NL,Netherlands,HG_TX,"Houston-Galveston, TX",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,NL,Netherlands,BA_MD,"Baltimore, MD",87.79,346603,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MA,Morocco,TOT,Total,84.25,1667057,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MA,Morocco,NO_VA,"Norfolk, VA",w,537274,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MA,Morocco,NO_LA,"New Orleans, LA",84.94,1129783,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MA,Morocco,MO_AL,"Mobile, AL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MA,Morocco,HG_TX,"Houston-Galveston, TX",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MA,Morocco,BA_MD,"Baltimore, MD",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MX,Mexico,TOT,Total,167.59,7341,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MX,Mexico,SD_CA,"San Diego, CA",1286.2,5,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MX,Mexico,NO_AZ,"Nogales, AZ",417.68,44,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MX,Mexico,LA_TX,"Laredo, TX",274.2,1915,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MX,Mexico,EP_TX,"El Paso, TX",126.53,5377,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MY,Malaysia,TOT,Total,89.13,1051,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MY,Malaysia,NO_VA,"Norfolk, VA",w,1051,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MY,Malaysia,NY_NY,"New York City, NY",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,MY,Malaysia,LA_CA,"Los Angeles, CA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,KE,Kenya,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,KE,Kenya,HG_TX,"Houston-Galveston, TX",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,KZ,Kazakhstan,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,KZ,Kazakhstan,NY_NY,"New York City, NY",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JO,Jordan,TOT,Total,244.09,22,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JO,Jordan,HG_TX,"Houston-Galveston, TX",244.09,22,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JP,Japan,TOT,Total,78.22,1086811,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JP,Japan,SE_WA,"Seattle, WA",31.75,373312,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JP,Japan,SF_CA,"San Francisco, CA",101.5,217273,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JP,Japan,PH_PA,"Philadelphia, PA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JP,Japan,NO_VA,"Norfolk, VA",w,246609,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JP,Japan,LA_CA,"Los Angeles, CA",111.55,210836,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JP,Japan,BO_MA,"Boston, MA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JP,Japan,BA_MD,"Baltimore, MD",215.52,38781,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JM,Jamaica,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,JM,Jamaica,NO_LA,"New Orleans, LA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IT,Italy,TOT,Total,146.44,266490,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IT,Italy,PH_PA,"Philadelphia, PA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IT,Italy,MO_AL,"Mobile, AL",w,266469,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IT,Italy,HG_TX,"Houston-Galveston, TX",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IT,Italy,BU_NY,"Buffalo, NY",510,21,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IL,Israel,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IL,Israel,NY_NY,"New York City, NY",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IL,Israel,MI_FL,"Miami, FL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ID,Indonesia,TOT,Total,89.14,510,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ID,Indonesia,NO_VA,"Norfolk, VA",w,510,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ID,Indonesia,NY_NY,"New York City, NY",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ID,Indonesia,LA_CA,"Los Angeles, CA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ID,Indonesia,BA_MD,"Baltimore, MD",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IN,India,TOT,Total,82.53,3102450,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IN,India,SE_WA,"Seattle, WA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IN,India,NO_VA,"Norfolk, VA",w,259167,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IN,India,NY_NY,"New York City, NY",398.09,93,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IN,India,NO_LA,"New Orleans, LA",62.34,186787,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IN,India,MO_AL,"Mobile, AL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IN,India,HG_TX,"Houston-Galveston, TX",698.98,106,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,IN,India,BA_MD,"Baltimore, MD",84.46,2656297,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,HK,Hong Kong,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,HK,Hong Kong,AN_AK,"Anchorage, AK",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,HN,Honduras,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,HN,Honduras,NO_LA,"New Orleans, LA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GY,Guyana,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GY,Guyana,MI_FL,"Miami, FL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GT,Guatemala,TOT,Total,71.43,54311,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GT,Guatemala,NO_LA,"New Orleans, LA",70.76,54227,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GT,Guatemala,HG_TX,"Houston-Galveston, TX",323.86,44,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GT,Guatemala,BA_MD,"Baltimore, MD",704.38,40,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DE,"Germany, Federal Republic of",TOT,Total,105.33,363662,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DE,"Germany, Federal Republic of",NO_VA,"Norfolk, VA",w,297111,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DE,"Germany, Federal Republic of",NY_NY,"New York City, NY",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DE,"Germany, Federal Republic of",MO_AL,"Mobile, AL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DE,"Germany, Federal Republic of",HG_TX,"Houston-Galveston, TX",170.55,66551,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DE,"Germany, Federal Republic of",CL_OH,"Cleveland, OH",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DE,"Germany, Federal Republic of",BA_MD,"Baltimore, MD",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,FR,France,TOT,Total,136.08,11337,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,FR,France,PH_PA,"Philadelphia, PA",136.08,11337,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,FR,France,MO_AL,"Mobile, AL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,EG,Egypt,TOT,Total,94.81,1039132,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,EG,Egypt,NO_VA,"Norfolk, VA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,EG,Egypt,NO_LA,"New Orleans, LA",94.13,848204,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,EG,Egypt,HG_TX,"Houston-Galveston, TX",643.76,86,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,EG,Egypt,BA_MD,"Baltimore, MD",97.58,190842,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,EC,Ecuador,TOT,Total,602.29,7,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,EC,Ecuador,PH_PA,"Philadelphia, PA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,EC,Ecuador,MI_FL,"Miami, FL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,EC,Ecuador,HG_TX,"Houston-Galveston, TX",602.29,7,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DO,Dominican Republic,TOT,Total,80.9,383804,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DO,Dominican Republic,NO_LA,"New Orleans, LA",77.87,191550,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DO,Dominican Republic,MI_FL,"Miami, FL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,DO,Dominican Republic,BA_MD,"Baltimore, MD",83.91,192254,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,HR,Croatia,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,HR,Croatia,NO_VA,"Norfolk, VA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CR,Costa Rica,TOT,Total,229.78,207,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CR,Costa Rica,PH_PA,"Philadelphia, PA",230.73,121,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CR,Costa Rica,NY_NY,"New York City, NY",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CR,Costa Rica,MI_FL,"Miami, FL",228.44,86,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CO,Colombia,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CO,Colombia,HG_TX,"Houston-Galveston, TX",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,TOT,Total,79.22,877754,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,SA_GA,"Savannah, GA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,PH_PA,"Philadelphia, PA",57.15,35299,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,NO_VA,"Norfolk, VA",w,88300,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,NY_NY,"New York City, NY",1274.75,4,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,NO_LA,"New Orleans, LA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,MO_AL,"Mobile, AL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,LA_CA,"Los Angeles, CA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,CL_OH,"Cleveland, OH",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,CH_IL,"Chicago, IL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CN,China,BA_MD,"Baltimore, MD",78.88,754151,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CL,Chile,TOT,Total,92.48,81195,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CL,Chile,PH_PA,"Philadelphia, PA",468.34,159,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CL,Chile,NO_VA,"Norfolk, VA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CL,Chile,NY_NY,"New York City, NY",745.09,101,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CL,Chile,NO_LA,"New Orleans, LA",90.72,80910,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CL,Chile,MI_FL,"Miami, FL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CL,Chile,HG_TX,"Houston-Galveston, TX",772.2,25,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,TOT,Total,163.81,378070,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,SE_WA,"Seattle, WA",1004.28,96,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,PO_ME,"Portland, ME",106.94,60776,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,PE_ND,"Pembina, ND",305.84,2097,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,OTH,Other Ports,65.33,2140,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,OG_NY,"Ogdensburg, NY",260.71,6896,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,NO_VA,"Norfolk, VA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,NO_LA,"New Orleans, LA",78.63,67390,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,MI_MN,"Minneapolis, MN",299.42,67782,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,GF_MT,"Great Falls, MT",576.44,167,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,DE_MI,"Detroit, MI",146.99,33819,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,CL_OH,"Cleveland, OH",250.6,12227,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,BU_NY,"Buffalo, NY",130.57,64465,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CA,Canada,BA_MD,"Baltimore, MD",176.28,60215,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,TOT,Total,95.31,571308,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,TA_FL,"Tampa, FL",89.32,472,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,SA_GA,"Savannah, GA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,PH_PA,"Philadelphia, PA",435.47,8818,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,NO_VA,"Norfolk, VA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,NO_LA,"New Orleans, LA",90.72,149473,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,MO_AL,"Mobile, AL",w,263612,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,MI_FL,"Miami, FL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,HG_TX,"Houston-Galveston, TX",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,CH_IL,"Chicago, IL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,CH_SC,"Charleston, SC",w,10,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BR,Brazil,BA_MD,"Baltimore, MD",94.16,148923,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,BE,Belgium,TOT,Total,92.95,137892,dollars per short ton,short tons
Q4 2024,Exports,TOT,All,TOT,All; Non-United States,PE_ND,"Pembina, ND",305.84,2097,dollars per short ton,short tons
Q4 2024,Exports,TOT,All,TOT,All; Non-United States,OTH,Other Ports,65.33,2140,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,SA_VT,"St. Albans, VT",,0,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,SE_WA,"Seattle, WA",66.42,1574,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,SJ_PR,"San Juan, PR",143.5,203269,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,SF_CA,"San Francisco, CA",,0,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,SD_CA,"San Diego, CA",,0,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,PO_ME,"Portland, ME",,0,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,PH_PA,"Philadelphia, PA",,0,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,PE_ND,"Pembina, ND",148.06,15213,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,OG_NY,"Ogdensburg, NY",,0,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,NY_NY,"New York City, NY",,0,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,NO_LA,"New Orleans, LA",,0,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,MO_AL,"Mobile, AL",269.94,16588,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,MI_FL,"Miami, FL",,0,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,LA_CA,"Los Angeles, CA",,0,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,LA_TX,"Laredo, TX",94.23,164,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,HG_TX,"Houston-Galveston, TX",206.88,4153,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,HO_HI,"Honolulu, HI",749.58,12,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,GF_MT,"Great Falls, MT",206.49,102327,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,DU_MN,"Duluth, MN",99.63,1897,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,DE_MI,"Detroit, MI",204.31,63288,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,CL_OH,"Cleveland, OH",6806,2,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,CH_IL,"Chicago, IL",314.76,2524,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,BU_NY,"Buffalo, NY",105.17,1037,dollars per short ton,short tons
Q4 2024,Imports,TOT,All,TOT,All; Non-United States,AN_AK,"Anchorage, AK",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,VN,Vietnam,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,VN,Vietnam,TA_FL,"Tampa, FL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,VN,Vietnam,SE_WA,"Seattle, WA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,VN,Vietnam,MO_AL,"Mobile, AL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,VN,Vietnam,BA_MD,"Baltimore, MD",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,VE,Venezuela,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,VE,Venezuela,NY_NY,"New York City, NY",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GB,United Kingdom,TOT,Total,522.63,30,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GB,United Kingdom,PH_PA,"Philadelphia, PA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GB,United Kingdom,NO_VA,"Norfolk, VA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GB,United Kingdom,HG_TX,"Houston-Galveston, TX",619.95,21,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,GB,United Kingdom,CL_OH,"Cleveland, OH",295.56,9,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,AE,United Arab Emirates,TOT,Total,47.75,86509,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,AE,United Arab Emirates,TA_FL,"Tampa, FL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,AE,United Arab Emirates,NO_VA,"Norfolk, VA",w,86484,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,AE,United Arab Emirates,NY_NY,"New York City, NY",408.3,23,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,AE,United Arab Emirates,NO_LA,"New Orleans, LA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,AE,United Arab Emirates,HG_TX,"Houston-Galveston, TX",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,AE,United Arab Emirates,DL_TX,"Dallas/Fort Worth, TX",1281.5,2,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,AE,United Arab Emirates,CH_IL,"Chicago, IL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TC,Turks and Caicos Islands,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TC,Turks and Caicos Islands,MI_FL,"Miami, FL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TR,Turkey,TOT,Total,90.72,77162,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TR,Turkey,NO_VA,"Norfolk, VA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TR,Turkey,NY_NY,"New York City, NY",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TR,Turkey,NO_LA,"New Orleans, LA",90.72,77162,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TR,Turkey,HG_TX,"Houston-Galveston, TX",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TT,Trinidad and Tobago,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TT,Trinidad and Tobago,NY_NY,"New York City, NY",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TT,Trinidad and Tobago,MI_FL,"Miami, FL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TT,Trinidad and Tobago,HG_TX,"Houston-Galveston, TX",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TG,Togo,TOT,Total,63.5,51239,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TG,Togo,NO_LA,"New Orleans, LA",63.5,51239,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TH,Thailand,TOT,Total,93.49,2005,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TH,Thailand,SE_WA,"Seattle, WA",431.96,24,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TH,Thailand,SF_CA,"San Francisco, CA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TH,Thailand,NO_VA,"Norfolk, VA",w,1981,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TH,Thailand,NO_LA,"New Orleans, LA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TW,Taiwan,TOT,Total,89.44,374,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TW,Taiwan,SA_GA,"Savannah, GA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TW,Taiwan,NO_VA,"Norfolk, VA",w,374,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,TW,Taiwan,CH_IL,"Chicago, IL",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CH,Switzerland,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,CH,Switzerland,NO_LA,"New Orleans, LA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ES,Spain,TOT,Total,74.14,114206,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ES,Spain,PH_PA,"Philadelphia, PA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ES,Spain,NO_VA,"Norfolk, VA",w,198,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ES,Spain,MO_AL,"Mobile, AL",w,113964,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ES,Spain,HG_TX,"Houston-Galveston, TX",247.95,44,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,KR,South Korea (Republic of Korea),TOT,Total,32.14,928064,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,KR,South Korea (Republic of Korea),SE_WA,"Seattle, WA",32.13,927879,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,KR,South Korea (Republic of Korea),NO_VA,"Norfolk, VA",w,185,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,KR,South Korea (Republic of Korea),AN_AK,"Anchorage, AK",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ZA,South Africa,TOT,Total,99.79,17094,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,ZA,South Africa,PH_PA,"Philadelphia, PA",99.79,17094,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,SK,Slovakia,TOT,Total,,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,SK,Slovakia,SA_GA,"Savannah, GA",,0,dollars per short ton,short tons
Q4 2024,Exports,STM,Steam Coal,SK,Slovakia,MI_FL,"Miami, FL",,0,dollars per short ton,short tons
