period,exportImportType,coalRankId,coalRankDescription,countryId,countryDescription,customsDistrictId,customsDistrictDescription,price,quantity,price-units,quantity-units
Q1 2025,Exports,TOT,All,TOT,All; Non-United States,BA_MD,"Baltimore, MD",96.83,6664251,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,ID,Indonesia,SF_CA,"San Francisco, CA",66.8,66690,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,ID,Indonesia,NO_VA,"Norfolk, VA",w,169,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,ID,Indonesia,NY_NY,"New York City, NY",1043,4,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,IN,India,TOT,Total,79.68,4157855,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,IN,India,NO_VA,"Norfolk, VA",w,257016,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,IN,India,NY_NY,"New York City, NY",478.32,66,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,IN,India,NO_LA,"New Orleans, LA",72.68,370471,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,IN,India,BA_MD,"Baltimore, MD",81.33,3530302,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,GY,Guyana,TOT,Total,303,85,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,GY,Guyana,NY_NY,"New York City, NY",601.29,7,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,GY,Guyana,HG_TX,"Houston-Galveston, TX",276.23,78,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,GT,Guatemala,TOT,Total,622.36,44,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,GT,Guatemala,HG_TX,"Houston-Galveston, TX",622.36,44,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,DE,"Germany, Federal Republic of",TOT,Total,90.78,178538,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,DE,"Germany, Federal Republic of",NO_VA,"Norfolk, VA",w,178538,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,EG,Egypt,TOT,Total,79.02,824248,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,TA_FL,"Tampa, FL",1865.62,37,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,SE_WA,"Seattle, WA",31.94,1155683,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,SF_CA,"San Francisco, CA",66.98,66711,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,SD_CA,"San Diego, CA",335.49,139,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,PO_ME,"Portland, ME",100.36,304351,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,PH_PA,"Philadelphia, PA",203.47,52734,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,PE_ND,"Pembina, ND",233.69,612,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,OTH,Other Ports,65.02,2186,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,OG_NY,"Ogdensburg, NY",310.31,8841,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,NO_VA,"Norfolk, VA",w,1523307,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,NO_AZ,"Nogales, AZ",763.83,12,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,NY_NY,"New York City, NY",484.71,465,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,NO_LA,"New Orleans, LA",81.06,3382026,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,MO_AL,"Mobile, AL",w,191694,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,MI_MN,"Minneapolis, MN",289.75,31571,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,MI_FL,"Miami, FL",495.22,169,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,LA_CA,"Los Angeles, CA",117.93,245199,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,LA_TX,"Laredo, TX",191.37,3955,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,HG_TX,"Houston-Galveston, TX",65.96,133707,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,GF_MT,"Great Falls, MT",605.99,155,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,EP_TX,"El Paso, TX",113.69,5723,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,DE_MI,"Detroit, MI",118.29,6947,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,CH_IL,"Chicago, IL",240.45,66,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,CH_SC,"Charleston, SC",w,181,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,BU_NY,"Buffalo, NY",198.87,2085,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,TOT,All; Non-United States,BA_MD,"Baltimore, MD",82.29,4603207,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,VN,Vietnam,TOT,Total,179.92,159533,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,VN,Vietnam,MO_AL,"Mobile, AL",w,159533,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,GB,United Kingdom,TOT,Total,151.44,68357,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,GB,United Kingdom,NO_VA,"Norfolk, VA",w,68357,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,UA,Ukraine,TOT,Total,149.87,423278,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,UA,Ukraine,NO_VA,"Norfolk, VA",w,336717,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,UA,Ukraine,MO_AL,"Mobile, AL",w,86561,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TR,Turkey,TOT,Total,115.7,433245,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TR,Turkey,NO_VA,"Norfolk, VA",w,272844,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TR,Turkey,MO_AL,"Mobile, AL",w,160401,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,SE,Sweden,TOT,Total,147.09,211879,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,SE,Sweden,NO_VA,"Norfolk, VA",w,211879,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,ES,Spain,TOT,Total,138.24,239603,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,ES,Spain,NO_VA,"Norfolk, VA",w,239603,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,KR,South Korea (Republic of Korea),TOT,Total,139.12,128768,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,KR,South Korea (Republic of Korea),NO_VA,"Norfolk, VA",w,24251,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,KR,South Korea (Republic of Korea),BA_MD,"Baltimore, MD",150.35,104517,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,PL,Poland,TOT,Total,134.33,388647,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,PL,Poland,NO_VA,"Norfolk, VA",w,325429,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,PL,Poland,MO_AL,"Mobile, AL",w,63218,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,NO,Norway,TOT,Total,272.29,11354,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,NO,Norway,NO_LA,"New Orleans, LA",272.29,11354,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,EG,Egypt,NO_LA,"New Orleans, LA",76.11,494824,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,EG,Egypt,HG_TX,"Houston-Galveston, TX",757.58,66,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,EG,Egypt,BA_MD,"Baltimore, MD",83.26,329358,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,DO,Dominican Republic,TOT,Total,87.16,298276,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,DO,Dominican Republic,NO_LA,"New Orleans, LA",88.33,121297,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,DO,Dominican Republic,MI_FL,"Miami, FL",317.63,24,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,DO,Dominican Republic,BA_MD,"Baltimore, MD",86.33,176955,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,CR,Costa Rica,TOT,Total,282,110,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,CR,Costa Rica,PH_PA,"Philadelphia, PA",282,110,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,CO,Colombia,TOT,Total,2146.62,13,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,CO,Colombia,HG_TX,"Houston-Galveston, TX",2146.62,13,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,CN,China,TOT,Total,75.65,86933,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,CN,China,NO_VA,"Norfolk, VA",w,920,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,CN,China,BA_MD,"Baltimore, MD",75.3,86013,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,CL,Chile,TOT,Total,571.69,145,dollars per short ton,short tons
Q1 2025,Exports,STM,Steam Coal,CL,Chile,PH_PA,"Philadelphia, PA",617.42,73,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,NL,Netherlands,TOT,Total,140.66,1431415,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,NL,Netherlands,NO_VA,"Norfolk, VA",w,1010752,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,NL,Netherlands,MO_AL,"Mobile, AL",w,133365,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,NL,Netherlands,BA_MD,"Baltimore, MD",161.64,287298,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,MX,Mexico,TOT,Total,166.29,470,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,MX,Mexico,LA_TX,"Laredo, TX",166.29,470,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,MY,Malaysia,TOT,Total,184.44,245385,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,MY,Malaysia,MO_AL,"Mobile, AL",w,160375,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,MY,Malaysia,BA_MD,"Baltimore, MD",171.19,85010,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,JP,Japan,TOT,Total,149.94,1030647,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,JP,Japan,NO_VA,"Norfolk, VA",w,572022,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,JP,Japan,MO_AL,"Mobile, AL",w,77173,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,JP,Japan,BA_MD,"Baltimore, MD",167.29,381452,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,IT,Italy,TOT,Total,132.15,295413,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,IT,Italy,NO_VA,"Norfolk, VA",w,208815,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,GB,United Kingdom,TOT,Total,239.9,12572,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,GB,United Kingdom,NO_LA,"New Orleans, LA",74.93,2651,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,GB,United Kingdom,CH_SC,"Charleston, SC",283.98,9921,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,PE,Peru,TOT,Total,167.33,73398,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,PE,Peru,NO_LA,"New Orleans, LA",210.92,33091,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,PE,Peru,LA_TX,"Laredo, TX",74.81,227,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,PE,Peru,HG_TX,"Houston-Galveston, TX",131.86,40080,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,MX,Mexico,TOT,Total,461.08,53,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,MX,Mexico,LA_TX,"Laredo, TX",461.08,53,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,IE,Ireland,TOT,Total,157.85,42473,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,IE,Ireland,TA_FL,"Tampa, FL",157.85,42473,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CO,Colombia,TOT,Total,117.09,385060,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CO,Colombia,TA_FL,"Tampa, FL",102.26,15795,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CO,Colombia,SJ_PR,"San Juan, PR",119.72,334752,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CO,Colombia,PO_ME,"Portland, ME",98.39,34513,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CN,China,TOT,Total,127.88,9104,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CN,China,NO_LA,"New Orleans, LA",74.93,2897,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CN,China,HG_TX,"Houston-Galveston, TX",154.62,6049,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CN,China,BA_MD,"Baltimore, MD",74.89,158,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CA,Canada,TOT,Total,161.59,31690,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CA,Canada,SE_WA,"Seattle, WA",70.58,891,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CA,Canada,PE_ND,"Pembina, ND",179.15,16655,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CA,Canada,GF_MT,"Great Falls, MT",153.08,11177,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CA,Canada,DU_MN,"Duluth, MN",98.23,1924,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CA,Canada,DE_MI,"Detroit, MI",272.73,11,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CA,Canada,CL_OH,"Cleveland, OH",6350,1,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,CA,Canada,BU_NY,"Buffalo, NY",159.73,1031,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,TOT,Total,132.4,554350,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,TA_FL,"Tampa, FL",142.78,58268,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,SE_WA,"Seattle, WA",70.58,891,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,SJ_PR,"San Juan, PR",119.72,334752,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,PO_ME,"Portland, ME",98.39,34513,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,PE_ND,"Pembina, ND",179.15,16655,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,NO_LA,"New Orleans, LA",191.4,38639,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,LA_TX,"Laredo, TX",147.92,280,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,HG_TX,"Houston-Galveston, TX",134.84,46129,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,GF_MT,"Great Falls, MT",153.08,11177,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,DU_MN,"Duluth, MN",98.23,1924,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,DE_MI,"Detroit, MI",272.73,11,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,CL_OH,"Cleveland, OH",6350,1,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,CH_SC,"Charleston, SC",283.98,9921,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,BU_NY,"Buffalo, NY",159.73,1031,dollars per short ton,short tons
Q1 2025,Imports,STM,Steam Coal,TOT,All; Non-United States,BA_MD,"Baltimore, MD",74.89,158,dollars per short ton,short tons
Q1 2025,Imports,MET,Metallurgical,CA,Canada,TOT,Total,203.74,78019,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,IT,Italy,MO_AL,"Mobile, AL",w,86598,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,ID,Indonesia,TOT,Total,109.81,606745,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,ID,Indonesia,MO_AL,"Mobile, AL",w,77162,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,ID,Indonesia,BA_MD,"Baltimore, MD",109.95,529583,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,IN,India,TOT,Total,132.05,3020979,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,IN,India,NO_VA,"Norfolk, VA",w,2486904,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,IN,India,MO_AL,"Mobile, AL",w,534075,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,HN,Honduras,TOT,Total,463.78,5908,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,HN,Honduras,NO_LA,"New Orleans, LA",463.78,5908,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,DE,"Germany, Federal Republic of",TOT,Total,106.17,202973,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,DE,"Germany, Federal Republic of",NO_VA,"Norfolk, VA",w,202973,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,FR,France,TOT,Total,148.49,407603,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,FR,France,NO_VA,"Norfolk, VA",w,407603,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,EG,Egypt,TOT,Total,157.27,20471,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,EG,Egypt,NO_LA,"New Orleans, LA",157.27,20471,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,DO,Dominican Republic,TOT,Total,95.22,15334,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,DO,Dominican Republic,BA_MD,"Baltimore, MD",95.22,15334,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,HR,Croatia,TOT,Total,173.96,211106,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,HR,Croatia,NO_VA,"Norfolk, VA",w,211106,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,CN,China,TOT,Total,109.68,910710,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,CN,China,NO_VA,"Norfolk, VA",w,265714,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,CN,China,NO_LA,"New Orleans, LA",173.93,55116,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,CN,China,BA_MD,"Baltimore, MD",94.72,589880,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,CA,Canada,TOT,Total,115.03,81992,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,CA,Canada,SA_VT,"St. Albans, VT",450.38,42,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,CA,Canada,OG_NY,"Ogdensburg, NY",391.31,1296,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,CA,Canada,DE_MI,"Detroit, MI",186.99,9851,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,CA,Canada,BU_NY,"Buffalo, NY",99.76,70803,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,BR,Brazil,TOT,Total,138.95,1705356,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,BR,Brazil,NO_VA,"Norfolk, VA",w,1206773,dollars per short ton,short tons
Q1 2025,Exports,TOT,All,ID,Indonesia,BA_MD,"Baltimore, MD",109.95,529583,dollars per short ton,short tons
Q1 2025,Exports,TOT,All,IN,India,TOT,Total,101.72,7178834,dollars per short ton,short tons
Q1 2025,Exports,TOT,All,IN,India,NO_VA,"Norfolk, VA",w,2743920,dollars per short ton,short tons
Q1 2025,Exports,TOT,All,IN,India,NY_NY,"New York City, NY",478.32,66,dollars per short ton,short tons
Q1 2025,Exports,TOT,All,IN,India,NO_LA,"New Orleans, LA",72.68,370471,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,BR,Brazil,NO_LA,"New Orleans, LA",157.47,348,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,BR,Brazil,MO_AL,"Mobile, AL",w,430265,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,BR,Brazil,BA_MD,"Baltimore, MD",153.65,67970,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,BE,Belgium,TOT,Total,145.98,112436,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,BE,Belgium,NO_VA,"Norfolk, VA",w,35274,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,BE,Belgium,MO_AL,"Mobile, AL",w,77162,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,AT,Austria,TOT,Total,167.42,278039,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,AT,Austria,MO_AL,"Mobile, AL",w,278039,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,AU,Australia,TOT,Total,157.89,57,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,AU,Australia,NO_LA,"New Orleans, LA",157.89,57,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,AR,Argentina,TOT,Total,141.6,42373,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,AR,Argentina,MO_AL,"Mobile, AL",w,42373,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TOT,All; Non-United States,TOT,Total,136.91,12690076,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TOT,All; Non-United States,SA_VT,"St. Albans, VT",450.38,42,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TOT,All; Non-United States,OG_NY,"Ogdensburg, NY",391.31,1296,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TOT,All; Non-United States,NO_VA,"Norfolk, VA",w,8087016,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TOT,All; Non-United States,NO_LA,"New Orleans, LA",200.54,93254,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TOT,All; Non-United States,MO_AL,"Mobile, AL",w,2366300,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TOT,All; Non-United States,LA_TX,"Laredo, TX",166.29,470,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TOT,All; Non-United States,DE_MI,"Detroit, MI",186.99,9851,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TOT,All; Non-United States,BU_NY,"Buffalo, NY",99.76,70803,dollars per short ton,short tons
Q1 2025,Exports,MET,Metallurgical,TOT,All; Non-United States,BA_MD,"Baltimore, MD",129.31,2061044,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,GB,United Kingdom,TOT,Total,422.15,11844,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,GB,United Kingdom,NO_LA,"New Orleans, LA",422.15,11844,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,PA,Panama,TOT,Total,1324.88,34,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,PA,Panama,TA_FL,"Tampa, FL",1324.88,34,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,NZ,New Zealand,TOT,Total,261.82,22,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,NZ,New Zealand,NY_NY,"New York City, NY",261.82,22,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,MX,Mexico,TOT,Total,729.2,17731,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,MX,Mexico,SD_CA,"San Diego, CA",599.1,68,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,MX,Mexico,LA_TX,"Laredo, TX",730.29,17597,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,MX,Mexico,EP_TX,"El Paso, TX",574.56,66,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,IT,Italy,TOT,Total,587.51,47,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,IT,Italy,NY_NY,"New York City, NY",587.51,47,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,IN,India,TOT,Total,439.07,15,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,IN,India,NY_NY,"New York City, NY",439.07,15,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,GT,Guatemala,TOT,Total,281.9,49,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,GT,Guatemala,SA_GA,"Savannah, GA",281.9,49,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,SV,El Salvador,TOT,Total,567.78,161,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,SV,El Salvador,NO_LA,"New Orleans, LA",567.78,161,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,DO,Dominican Republic,TOT,Total,538.97,97,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,DO,Dominican Republic,MI_FL,"Miami, FL",538.97,97,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,HR,Croatia,TOT,Total,8033.33,3,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,HR,Croatia,NO_VA,"Norfolk, VA",w,3,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,CO,Colombia,TOT,Total,867,20,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,CO,Colombia,BA_MD,"Baltimore, MD",867,20,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,CN,China,TOT,Total,160.19,141,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,CN,China,NY_NY,"New York City, NY",148.55,135,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,CN,China,CH_IL,"Chicago, IL",422.17,6,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,KY,Cayman Islands,TOT,Total,2785,1,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,KY,Cayman Islands,MI_FL,"Miami, FL",2785,1,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,CA,Canada,TOT,Total,348.34,130065,dollars per short ton,short tons
Q1 2025,Exports,COK,Coke,CA,Canada,SE_WA,"Seattle, WA",543.58,566,dollars per short ton,short tons
