WEEK_ENDING_DATE,CENTRAL_APP,NORTHERN_APP,ILLIOIS_BASIN,POWDER_RIVER_BASIN,UINTA_BASIN
2013-08-02,66.15,68.25,45.4,10.3,35.85
2013-07-26,66.15,68.25,45.4,10.3,35.85
2013-07-19,66.15,68.25,45.4,10.3,35.85
2013-07-12,67.15,68.25,45.4,10.85,35.85
2013-07-05,66.27,66.25,45.4,10.55,35.85
2013-06-28,66.27,66.25,45.4,10.55,35.85
2013-06-21,67.27,66.0,45.15,10.55,35.85
2013-06-14,67.27,66.0,45.15,10.55,35.85
2013-06-07,67.27,66.0,45.15,10.55,35.85
2013-05-31,67.27,66.0,45.15,10.55,35.85
2013-05-24,67.27,66.0,45.15,10.55,35.85
2013-05-17,67.27,66.0,45.15,10.55,35.85
2013-05-10,67.27,65.0,45.15,10.55,35.85
2013-05-03,67.27,65.0,45.15,10.55,35.85
2013-04-26,67.27,64.1,45.15,10.55,35.85
2013-04-19,67.27,64.1,45.15,10.55,35.85
2013-04-12,67.27,64.1,45.15,10.55,35.85
2013-04-05,67.27,64.1,45.15,10.55,35.85
2013-03-29,64.96,62.1,45.15,10.08,35.85
2013-03-22,64.96,62.1,45.15,10.25,35.85
2013-03-15,64.96,62.1,45.15,10.25,35.85
2013-03-08,64.96,62.1,45.15,10.25,35.85
2013-03-01,64.96,62.1,45.15,10.25,35.85
2013-02-22,66.5,62.1,45.15,10.25,35.85
2013-02-15,66.5,62.1,47.9,10.25,35.85
2013-02-08,66.5,62.1,47.9,10.15,35.85
2013-02-01,66.5,62.1,47.9,10.15,35.85
2013-01-25,68.05,62.1,47.9,10.15,35.85
2013-01-18,68.05,62.1,47.9,10.15,35.85
2013-01-11,68.05,62.1,47.9,10.45,35.85
2013-01-04,68.05,63.1,47.9,10.45,35.85
2012-12-28,68.15,63.0,47.9,10.0,35.75
2012-12-21,68.15,63.0,47.9,10.0,35.75
2012-12-14,68.15,64.5,47.9,10.0,35.75
2012-12-07,68.15,64.5,47.9,10.0,35.75
2012-11-30,68.15,64.5,47.9,10.0,35.75
2012-11-23,68.15,64.5,47.9,10.0,35.75
2012-11-16,68.15,64.5,47.9,10.35,35.75
2012-11-09,65.95,64.5,47.9,10.35,35.75
2012-11-02,65.95,64.5,47.9,10.35,35.75
2012-10-26,65.95,64.25,47.9,10.25,35.75
2012-10-19,65.95,64.25,47.9,10.25,35.75
2012-10-12,65.95,64.25,47.9,10.25,35.75
2012-10-05,65.95,64.25,47.9,10.25,35.75
2012-09-28,63.85,64.1,47.75,9.2,35.6
2012-09-21,63.85,64.1,47.75,9.2,35.6
2012-09-14,63.85,65.1,47.75,9.2,35.6
2012-09-07,63.85,65.1,47.75,9.4,35.6
2012-08-31,63.1,65.1,47.75,9.4,35.6
2012-08-24,63.1,65.1,47.75,9.4,35.6
2012-08-17,63.1,65.1,47.75,8.5,35.6
2012-08-10,59.9,65.1,47.75,8.5,35.6
2012-08-03,61.5,65.1,46.0,8.5,35.6
2012-07-27,61.5,65.1,47.75,8.5,35.6
2012-07-20,59.9,65.1,47.75,8.5,35.6
2012-07-13,59.9,65.1,47.75,8.75,35.6
2012-07-06,56.1,64.9,46.5,8.5,35.5
2012-06-29,56.1,64.9,46.5,8.5,35.5
2012-06-22,56.1,64.4,46.5,8.5,35.5
2012-06-15,56.1,64.4,46.5,9.15,35.5
2012-06-08,57.7,64.4,46.5,9.15,35.5
2012-06-01,57.7,64.4,46.5,9.15,35.5
2012-05-25,60.9,64.4,46.5,9.15,35.5
2012-05-18,60.9,64.4,48.5,9.15,35.5
2012-05-11,60.9,64.4,48.5,9.15,35.5
2012-05-04,60.9,64.4,48.5,9.15,35.5
2012-04-27,60.9,64.4,49.5,8.95,35.5
2012-04-20,60.9,66.4,49.5,8.95,35.5
2012-04-13,63.1,66.4,51.5,8.95,35.5
2012-04-06,63.1,66.4,51.5,10.0,35.5
2012-03-30,61.4,66.05,52.0,8.9,35.5
2012-03-23,65.85,66.05,52.0,8.9,35.5
2012-03-16,65.85,66.05,52.0,10.5,40.55
2012-03-09,65.85,70.05,52.0,11.5,40.55
2012-03-02,65.85,70.05,52.0,11.4,40.55
2012-02-24,68.9,70.05,52.0,11.4,40.55
2012-02-17,70.9,70.05,54.25,11.4,40.55
2012-02-10,70.9,70.05,55.25,11.4,40.55
2012-02-03,72.9,71.05,55.25,11.9,40.55
2012-01-27,72.9,71.05,55.25,11.9,40.55
2012-01-20,72.9,71.05,55.25,11.9,40.55
2012-01-13,75.9,73.05,55.25,12.9,40.55
2012-01-06,75.9,73.05,55.25,12.9,40.55
2011-12-30,75.65,74.8,55.0,12.9,40.55
2011-12-23,76.65,76.8,55.0,12.9,40.55
2011-12-16,76.65,76.8,55.0,12.9,40.55
2011-12-09,77.65,76.8,55.0,12.7,40.55
2011-12-02,77.65,76.8,55.0,12.7,40.55
2011-11-25,79.65,76.8,55.0,13.2,40.55
2011-11-18,79.65,76.8,55.0,13.2,40.55
2011-11-11,80.65,77.1,55.0,13.2,40.55
2011-11-04,80.65,77.1,55.0,14.8,40.55
2011-10-28,80.65,77.1,55.0,14.8,40.55
2011-10-21,80.65,77.1,55.0,14.8,40.55
2011-10-14,81.65,77.1,55.0,14.9,40.55
2011-10-07,81.65,77.1,55.0,14.9,40.55
2011-09-30,80.2,76.1,54.5,14.55,40.55
2011-09-23,80.2,76.1,52.5,14.55,40.55
2011-09-16,80.2,76.1,52.5,14.55,40.55
2011-09-09,80.7,77.1,52.5,14.55,39.55
2011-09-02,80.7,77.1,52.5,14.55,39.55
2011-08-26,80.7,78.1,52.5,14.55,39.55
2011-08-19,80.7,78.1,52.5,14.55,39.55
2011-08-12,79.7,78.1,52.5,14.55,39.55
2011-08-05,79.7,78.1,52.5,14.55,39.55
2011-07-29,79.7,78.1,52.5,14.55,39.55
2011-07-22,79.2,78.1,52.5,14.55,39.55
2011-07-15,79.2,78.1,52.5,13.85,39.55
2011-07-08,79.2,78.1,52.5,13.35,39.55
2011-07-01,78.2,78.1,52.5,13.35,39.55
2011-06-24,77.75,78.0,52.35,13.2,39.45
2011-06-17,77.75,78.0,57.35,13.2,39.45
2011-06-10,77.75,78.0,57.35,13.2,39.45
2011-06-03,78.75,78.0,55.35,13.4,39.45
2011-05-27,78.75,78.0,50.35,13.4,39.45
2011-05-20,78.75,78.0,50.35,13.4,39.45
2011-05-13,78.75,78.0,50.35,13.4,39.45
2011-05-06,78.75,78.0,50.35,13.4,39.45
2011-04-29,78.75,76.0,50.35,13.7,39.45
2011-04-15,78.75,76.0,50.35,13.7,39.45
2011-04-08,78.75,76.0,50.35,13.7,39.45
2011-04-01,76.75,76.0,50.35,13.7,39.45
2011-03-25,78.5,74.75,50.25,13.8,38.45
2011-03-18,77.5,74.75,50.25,13.9,38.45
2011-03-11,77.5,74.75,50.25,13.9,38.45
2011-03-04,77.5,74.75,50.25,14.1,38.45
2011-02-25,77.5,74.75,47.15,14.1,38.45
2011-02-18,76.5,74.6,47.15,14.6,38.45
2011-02-11,76.5,74.6,47.15,14.6,38.45
2011-02-04,76.5,74.6,47.15,13.5,38.45
2011-01-28,76.5,74.6,47.15,13.5,38.45
2011-01-21,76.5,74.6,47.15,13.5,38.45
2011-01-14,76.5,71.6,47.15,13.5,38.45
2011-01-07,74.5,71.6,47.15,13.5,38.45
